AUC,log_loss,Accuracy,Time_min,Time
0.911,0.3091,0.86,48.0,2020-08-02 14:34:23.122092
0.9167,0.3013,0.8628,56.0,2020-08-02 15:31:26.711393
0.9159,0.3022,0.8589,49.0,2020-08-02 16:20:43.769721
0.9186,0.2963,0.8617,48.0,2020-08-02 17:09:05.506481
0.912,0.3087,0.8535,48.0,2020-08-02 17:57:27.491984
