AUC,log_loss,Accuracy,Time_min,Time
0.7802,0.5101,0.755,60.0,2020-05-03 11:26:39.706042
0.7611,0.524,0.755,60.0,2020-05-03 12:26:58.514427
0.7525,0.5607,0.7,60.0,2020-05-03 13:27:04.003751
0.8276,0.535,0.705,60.0,2020-05-03 14:27:22.117276
0.8048,0.4773,0.77,60.0,2020-05-03 15:27:51.598664
