AUC,log_loss,Accuracy,Time_min,Time
0.9849,0.1226,0.9566,60.0,2020-05-04 08:19:38.174246
0.979,0.1713,0.9489,71.0,2020-05-04 09:30:54.970222
0.9826,0.1366,0.9495,60.0,2020-05-04 10:31:46.793768
0.9813,0.1366,0.9521,67.0,2020-05-04 11:39:20.522817
0.9843,0.1296,0.9518,60.0,2020-05-04 12:40:03.007098
