AUC,log_loss,Accuracy,Time_min,Time
0.9667,0.2882,0.9112,60.0,2020-05-04 13:40:35.047922
0.9599,0.2784,0.8982,60.0,2020-05-04 14:40:41.321517
0.9556,0.4637,0.8982,60.0,2020-05-04 15:41:06.155492
0.9609,0.2276,0.914,60.0,2020-05-04 16:41:23.287044
0.9648,0.3545,0.9102,60.0,2020-05-04 17:41:42.193341
