AUC,log_loss,Accuracy,Time_min,Time
0.9934,0.1406,0.9663,62.0,2020-05-03 16:30:40.346066
0.9937,0.113,0.9576,60.0,2020-05-03 17:31:14.466230
0.9934,0.1035,0.9619,60.0,2020-05-03 18:31:57.082385
0.993,0.1354,0.9606,64.0,2020-05-03 19:36:11.224067
0.9941,0.1386,0.9603,60.0,2020-05-03 20:36:41.431452
