AUC,log_loss,Accuracy,Time_min,Time
0.8681,0.164,0.951,60.0,2020-05-02 21:30:39.944993
0.8488,0.1783,0.9492,60.0,2020-05-02 22:31:26.412694
0.8544,0.1557,0.9515,60.0,2020-05-02 23:32:06.816797
0.864,0.1603,0.9484,60.0,2020-05-03 00:32:52.859172
0.8532,0.228,0.948,61.0,2020-05-03 01:33:58.888319
