AUC,log_loss,Accuracy,Time_min,Time
0.9599,0.2667,0.8934,0.0,2020-05-02 15:23:54.584945
0.957,0.2738,0.8856,0.0,2020-05-02 15:24:10.450821
0.9506,0.2881,0.8798,0.0,2020-05-02 15:24:26.304081
0.9571,0.2727,0.8853,0.0,2020-05-02 15:24:42.685313
0.9571,0.2737,0.8867,0.0,2020-05-02 15:24:59.353875
