AUC,log_loss,Accuracy,Time_min,Time
0.794,0.491,0.77,0.0,2020-05-02 15:19:18.012517
0.7505,0.5429,0.765,0.0,2020-05-02 15:19:22.435917
0.7848,0.4914,0.76,0.0,2020-05-02 15:19:26.833338
0.8107,0.478,0.74,0.0,2020-05-02 15:19:31.239292
0.7787,0.4983,0.765,0.0,2020-05-02 15:19:35.614050
