AUC,log_loss,Accuracy,Time_min,Time
0.9211,0.3319,0.872,0.0,2020-05-02 15:26:05.315367
0.9401,0.2932,0.8815,0.0,2020-05-02 15:26:07.684942
0.9449,0.2814,0.8863,0.0,2020-05-02 15:26:10.080585
0.9338,0.3045,0.8768,0.0,2020-05-02 15:26:12.447330
0.9414,0.2887,0.8768,0.0,2020-05-02 15:26:14.812610
