AUC,log_loss,Accuracy,Time_min,Time
0.9108,0.3094,0.859,89.0,2020-07-20 00:24:42.903238
0.9177,0.3005,0.8613,98.0,2020-07-20 02:02:48.286347
0.9171,0.3015,0.8598,94.0,2020-07-20 03:37:10.718486
0.9198,0.3048,0.8569,95.0,2020-07-20 05:12:42.271482
0.9127,0.3141,0.8545,118.0,2020-07-20 07:11:06.017149
