AUC,log_loss,Accuracy,Time_min,Time
0.8077,0.4986,0.765,48.0,2020-07-23 02:44:30.470752
0.7673,0.5248,0.775,43.0,2020-07-23 03:28:22.597772
0.7982,0.5076,0.765,49.0,2020-07-23 04:18:19.817053
0.826,0.47,0.745,44.0,2020-07-23 05:03:19.710407
0.8223,0.4959,0.795,46.0,2020-07-23 05:50:06.160583
