AUC,log_loss,Accuracy,Time_min,Time
0.8596,0.3961,0.8649,30.0,2020-08-06 20:44:25.921929
0.8277,0.3594,0.8578,47.0,2020-08-06 21:31:31.043094
0.8554,0.3586,0.846,28.0,2020-08-06 21:59:39.515075
0.8544,0.3125,0.8626,19.0,2020-08-06 22:19:14.058105
0.8055,0.3688,0.8741,40.0,2020-08-06 23:00:00.813792
