AUC,log_loss,Accuracy,Time_min,Time
0.9131,0.3155,0.861,51.0,2020-08-05 10:21:06.258433
0.9176,0.3419,0.8534,56.0,2020-08-05 11:17:27.644772
0.9174,0.3099,0.8591,54.0,2020-08-05 12:11:40.124216
0.9201,0.2939,0.8628,53.0,2020-08-05 13:05:34.532332
0.9137,0.3125,0.8568,57.0,2020-08-05 14:02:54.493640
