AUC,log_loss,Accuracy,Time_min,Time
0.9665,0.2286,0.9103,49.0,2020-08-07 04:00:09.127208
0.9619,0.2562,0.914,50.0,2020-08-07 04:50:33.431239
0.9647,0.2258,0.9112,49.0,2020-08-07 05:39:53.368927
0.9629,0.232,0.9158,49.0,2020-08-07 06:29:46.079357
0.9658,0.2416,0.9139,48.0,2020-08-07 07:18:39.203308
