AUC,log_loss,Accuracy,Time_min,Time
0.9113,0.3741,0.8531,42.0,2020-08-07 08:01:38.570914
0.94,0.3012,0.872,25.0,2020-08-07 08:26:48.984489
0.9468,0.3713,0.8531,26.0,2020-08-07 08:53:02.492909
0.9432,0.4661,0.8768,31.0,2020-08-07 09:24:51.835934
0.9352,0.3088,0.872,36.0,2020-08-07 10:01:00.604614
