AUC,log_loss,Accuracy,Time_min,Time
0.9915,0.1014,0.964,49.0,2020-08-06 23:49:33.359523
0.9879,0.1267,0.9559,50.0,2020-08-07 00:40:15.826424
0.9871,0.1312,0.9627,49.0,2020-08-07 01:29:42.011175
0.9886,0.1117,0.9617,50.0,2020-08-07 02:19:58.566793
0.9883,0.1363,0.9585,50.0,2020-08-07 03:10:32.070917
