iter	Logloss
129	0.3432205722
130	0.3425221385
131	0.3415154283
132	0.3404528822
133	0.3394425971
134	0.3384839703
135	0.3375787752
136	0.3369040576
137	0.3357932492
138	0.3351577166
139	0.3342687718
140	0.3335707788
141	0.3325458591
142	0.3319357502
143	0.3309653636
144	0.3301129986
145	0.3289864292
146	0.3281335648
147	0.3273771467
148	0.3263920375
149	0.3253874954
150	0.3247496576
151	0.3242224759
152	0.3229688962
153	0.3222176298
154	0.3213650381
155	0.3204541674
156	0.3196957669
157	0.3190552421
158	0.318359404
159	0.3177345464
160	0.316933558
161	0.3163227344
162	0.3155466143
163	0.3150695705
164	0.3143719663
165	0.3139430243
166	0.3133337467
167	0.312816282
168	0.3121755549
169	0.3115544301
170	0.3110039094
171	0.3103488724
172	0.309840264
173	0.3093356143
174	0.308691774
175	0.3080885583
176	0.3074245476
177	0.3068484948
178	0.3060897107
179	0.3054863738
180	0.3048637071
181	0.3043927221
182	0.3038864098
183	0.3031691214
184	0.3024942654
185	0.30191502
186	0.3011728327
187	0.3006619436
188	0.2999231825
189	0.2991475404
190	0.2985496533
191	0.2977695981
192	0.2969697634
193	0.2965075083
194	0.2958989335
195	0.2954874489
196	0.2948003956
197	0.2939479159
198	0.2933474983
199	0.2930354037
200	0.2927788255
201	0.2921978649
202	0.2916446562
203	0.291013775
204	0.290666801
205	0.2899974402
206	0.2896502846
207	0.2891870512
208	0.2887299052
209	0.2880189756
210	0.2873339023
211	0.2865970108
212	0.2862348061
213	0.2857944336
214	0.2852889192
215	0.2849250241
216	0.2844617085
217	0.2837564505
218	0.2830541917
219	0.2825185859
220	0.2820200866
221	0.2815325917
222	0.2810823699
223	0.2808870939
224	0.2804479854
225	0.2799708367
226	0.2794220229
227	0.2790986666
228	0.2788053967
229	0.278300564
230	0.2776944339
231	0.2771990849
232	0.2766539319
233	0.2762792442
234	0.275840397
235	0.2753395977
236	0.2747287633
237	0.2744343214
238	0.2738167883
239	0.2734637044
240	0.2731709323
241	0.2728585347
242	0.2723970292
243	0.2720381373
244	0.2715629001
245	0.2708938493
246	0.2703278328
247	0.2699320601
248	0.269624327
249	0.2691304752
250	0.2688696887
251	0.2685373119
252	0.2679769081
253	0.2676240369
254	0.2671004189
255	0.2665053199
256	0.2661080498
257	0.2654955405
258	0.2649748352
259	0.2645077538
260	0.2641093196
261	0.2636724796
262	0.2633909702
263	0.2629776123
264	0.2626302797
265	0.262399756
266	0.2619239238
267	0.2615011411
268	0.2610817881
269	0.2605228
270	0.2602467163
271	0.2598049337
272	0.2595373307
273	0.2594392323
274	0.2592051394
275	0.2586758317
276	0.2582566317
277	0.2577621434
278	0.2575593834
279	0.2571670232
280	0.2568969158
281	0.2565728161
282	0.2559439976
283	0.2555660401
284	0.2552168346
285	0.2549022345
286	0.2546600224
287	0.2544008201
288	0.2539393506
289	0.2536524909
290	0.2534637402
291	0.2531065309
292	0.2526754691
293	0.2524538084
294	0.2520970861
295	0.2517606973
296	0.25152972
297	0.251151443
298	0.2509431062
299	0.2507487078
300	0.2504234638
301	0.2499836281
302	0.2498320868
303	0.2494876752
304	0.2491650741
305	0.2488300874
306	0.2485870188
307	0.2481908401
308	0.247858703
309	0.2474570369
310	0.247082434
311	0.2468613475
312	0.2465705715
313	0.2462890871
314	0.2460236283
315	0.2457061826
316	0.2452131497
317	0.244793318
318	0.2444989832
319	0.2441355374
320	0.2436436938
321	0.2432625489
322	0.2429136607
323	0.2427863303
324	0.2422221038
325	0.2419550907
326	0.241732805
327	0.241499818
328	0.2412090616
329	0.240793613
330	0.2404727158
331	0.2402162673
332	0.2398421603
333	0.239621026
334	0.2393284633
335	0.2390073898
336	0.2386806819
337	0.2382591332
338	0.2380796454
339	0.2376786035
340	0.2375787767
341	0.2373283689
342	0.2370353509
343	0.2365938129
344	0.2360349985
345	0.2357250044
346	0.235408666
347	0.23501727
348	0.2347055664
349	0.2344137415
350	0.2341766268
351	0.2338944734
352	0.2336761836
353	0.2332037449
354	0.2329188351
355	0.2325254362
356	0.2323330499
357	0.2319726806
358	0.2316981691
359	0.2314013203
360	0.2311737975
361	0.2308256515
362	0.2306481717
363	0.2305193822
364	0.2302775895
365	0.2301642721
366	0.2297823835
367	0.2295750449
368	0.2293837427
369	0.2290402119
370	0.2285574257
371	0.2282446582
372	0.2280576183
373	0.2278575914
374	0.2276181125
375	0.2274573584
376	0.2272543621
377	0.2269528982
378	0.2266626851
379	0.2264304891
380	0.2262907271
381	0.2259164757
382	0.2257634485
383	0.2255062419
384	0.2252222047
385	0.2249859186
386	0.2247180151
387	0.2244286205
388	0.2241812214
389	0.2240144365
390	0.2237967455
391	0.2235188995
392	0.2231696357
393	0.223023901
394	0.2228266249
395	0.2226243343
396	0.2224232923
397	0.2222791172
398	0.2220279432
399	0.2219220703
400	0.2217284572
401	0.2215821295
402	0.221352408
403	0.2210062466
404	0.2206336081
405	0.2204076497
406	0.220127606
407	0.2199733788
408	0.2197439797
409	0.2194953612
410	0.2192392137
411	0.2190051486
412	0.2186608718
413	0.2183467464
414	0.2181287841
415	0.2179502066
416	0.2176479197
417	0.217164155
418	0.2169537451
419	0.2167248509
420	0.2166252151
421	0.2163176596
422	0.2159442648
423	0.2156818462
424	0.2154113418
425	0.2150546027
426	0.2148408126
427	0.2145563392
428	0.2142375965
429	0.213864007
430	0.2136009522
431	0.2134919072
432	0.2132590906
433	0.2130191961
434	0.2128831877
435	0.2125036089
436	0.2122625502
437	0.2121250497
438	0.2118831023
439	0.211533067
440	0.2114489458
441	0.2112456154
442	0.2111005574
443	0.2108620603
444	0.2106335718
445	0.2103901839
446	0.2101243175
447	0.2099267883
448	0.2097984772
449	0.2096610298
450	0.2094049154
451	0.2091305799
452	0.2088848925
453	0.2086014997
454	0.2084349577
455	0.2083247894
456	0.2080011449
457	0.2078043489
458	0.2075660589
459	0.2073141806
460	0.2071157866
461	0.2067209514
462	0.2066099757
463	0.2062971142
464	0.2060764741
465	0.2058959166
466	0.2055968384
467	0.2053195117
468	0.2051589966
469	0.2048527678
470	0.2046524472
471	0.2044450488
472	0.2044373007
473	0.2041902767
474	0.2040400637
475	0.2039335884
476	0.2035611221
477	0.2034134721
478	0.2032219082
479	0.2029740398
480	0.2026369478
481	0.2023566656
482	0.2020904647
483	0.2019202929
484	0.2017544427
485	0.2015621978
486	0.2014533019
487	0.2011987799
488	0.2010867004
489	0.200871396
490	0.2007671718
491	0.2004746212
492	0.2001744452
493	0.199906245
494	0.1996142207
495	0.1994645738
496	0.1991416108
497	0.1990093647
498	0.1987317777
499	0.1984660543
500	0.1981558093
501	0.1979805126
502	0.1978450805
503	0.1975593377
504	0.197314581
505	0.1970888795
506	0.1969380194
507	0.1967267247
508	0.1965313893
509	0.1964064091
510	0.196365783
511	0.1960489996
512	0.1958602257
513	0.1955402687
514	0.1953121103
515	0.1951341854
516	0.1949245976
517	0.1947409956
518	0.1944135033
519	0.1941290695
520	0.1937685861
521	0.1936654742
522	0.1934004248
523	0.193183974
524	0.1928454049
525	0.1926046571
526	0.1924599819
527	0.1922512161
528	0.1921029248
529	0.1919054829
530	0.1915904913
531	0.1914893209
532	0.1913255315
533	0.1911196512
534	0.1909189588
535	0.190782925
536	0.1906120552
537	0.1904353361
538	0.1902571283
539	0.1902037891
540	0.1900416055
541	0.1898965603
542	0.1897727606
543	0.1895267172
544	0.1894176355
545	0.1891512503
546	0.1888791264
547	0.1886427207
548	0.1884129313
549	0.1881276157
550	0.1879752812
551	0.1877371366
552	0.1874612635
553	0.187227037
554	0.1870598293
555	0.1866623741
556	0.1864075699
557	0.1862044685
558	0.185996456
559	0.1857668701
560	0.1856831944
561	0.1855663855
562	0.1854366835
563	0.1852096801
564	0.1850083343
565	0.1848023168
566	0.1846613686
567	0.1844675853
568	0.1842667271
569	0.1840794607
570	0.1839987222
571	0.1838988659
572	0.1837336299
573	0.1836324169
574	0.1834701951
575	0.1832700022
576	0.1831604404
577	0.1830235978
578	0.1828578929
579	0.1825521166
580	0.1824796702
581	0.1822956327
582	0.1820749182
583	0.1819148306
584	0.1817666558
585	0.1814950706
586	0.1813895923
587	0.1811849892
588	0.1811220852
589	0.1809370744
590	0.1807982642
591	0.1806272761
592	0.180527146
593	0.1804558007
594	0.1803445286
595	0.1801288443
596	0.1800334843
597	0.1798330643
598	0.17968488
599	0.1795171749
600	0.1794871326
601	0.1793617293
602	0.1791903464
603	0.1790017818
604	0.1788404851
605	0.1787837997
606	0.1786215482
607	0.1784628026
608	0.1783059703
609	0.1780006124
610	0.1777965237
611	0.1775683049
612	0.1773012262
613	0.1771593803
614	0.1769711389
615	0.176902477
616	0.1766644673
617	0.1764567008
618	0.1763628507
619	0.1761338126
620	0.1760149505
621	0.1756546768
622	0.1754245719
623	0.1752206313
624	0.1751531485
625	0.1749144787
626	0.1747123104
627	0.1745259396
628	0.1742143027
629	0.1739838153
630	0.1737188491
631	0.1734880863
632	0.1732065495
633	0.1730890997
634	0.1728538781
635	0.1727444107
636	0.1724680919
637	0.1722417992
638	0.1720385345
639	0.1717962595
640	0.1715436543
641	0.1713721809
642	0.1710617399
643	0.1708166295
644	0.1706274168
645	0.1704923438
646	0.1702616106
647	0.1699445709
648	0.1697938822
649	0.1696491183
650	0.1695886108
651	0.1693973425
652	0.1692828752
653	0.1691355432
654	0.1690601009
655	0.1689531979
656	0.1687134108
657	0.1684783326
658	0.1682474485
659	0.1680098208
660	0.1677569128
661	0.1676179755
662	0.1674358085
663	0.167261877
664	0.1671565833
665	0.1669743231
666	0.166803227
667	0.1665755632
668	0.1664085414
669	0.1662387682
670	0.1660093806
671	0.1659032996
672	0.1656807227
673	0.1655063858
674	0.1653190826
675	0.1651660198
676	0.1650521742
677	0.1649520128
678	0.1647234623
679	0.1645343125
680	0.1643897428
681	0.1641887483
682	0.1640742109
683	0.1639059878
684	0.1636825552
685	0.1635316205
686	0.163346782
687	0.1632557021
688	0.163005289
689	0.1628411665
690	0.162736705
691	0.1626047714
692	0.1624217314
693	0.1623652974
694	0.1622520406
695	0.1620438431
696	0.1618117951
697	0.1614604042
698	0.1612956951
699	0.1610500912
700	0.1608517623
701	0.1606936723
702	0.1605821354
703	0.1604399087
704	0.1601896376
705	0.1601738201
706	0.1600782233
707	0.159875174
708	0.1598039758
709	0.1596598468
710	0.1595333277
711	0.1593555666
712	0.1591995169
713	0.1591620788
714	0.1589421992
715	0.1587620823
716	0.1584809765
717	0.1584068858
718	0.1582537043
719	0.1580507681
720	0.1578226283
721	0.1575856628
722	0.1574221068
723	0.1573192575
724	0.1572210381
725	0.1570123918
726	0.1567785654
727	0.1567142071
728	0.1565838815
729	0.156411433
730	0.1563063771
731	0.1560626159
732	0.1558746333
733	0.1556249306
734	0.1554135369
735	0.155347394
736	0.1550595587
737	0.1549653978
738	0.1547685823
739	0.1545639199
740	0.1543690977
741	0.1541737854
742	0.1539857028
743	0.1539057906
744	0.1537531167
745	0.1535717681
746	0.1535622641
747	0.1533949383
748	0.1532797172
749	0.1532329946
750	0.1530082488
751	0.1528262947
752	0.1527382425
753	0.1525329523
754	0.1522323351
755	0.1519758058
756	0.1517661302
757	0.1516237975
758	0.1514395487
759	0.1512766831
760	0.1511076818
761	0.1509851632
762	0.1506958675
763	0.1505128146
764	0.1504678745
765	0.1503581285
766	0.1502520434
767	0.149979276
768	0.1498855148
769	0.14975814
770	0.1495600377
771	0.1493716709
772	0.1492768309
773	0.149164975
774	0.1490159488
775	0.1487670111
776	0.1486368692
777	0.1485267086
778	0.148311204
779	0.1482805936
780	0.1480321133
781	0.1478671586
782	0.1477639386
783	0.1475919711
784	0.1474469006
785	0.1473728052
786	0.1471743459
787	0.1470049213
788	0.1468411438
789	0.1467194509
790	0.1466430614
791	0.1464000024
792	0.1462029716
793	0.1460577729
794	0.1459383179
795	0.1457665985
796	0.1455772593
797	0.1454988155
798	0.1452187522
799	0.1451167449
800	0.1448791127
801	0.1446273047
802	0.1443534926
803	0.1441221659
804	0.1439919597
805	0.1438259869
806	0.1437176361
807	0.1435079061
808	0.1432946219
809	0.1432402831
810	0.1430365529
811	0.1429154723
812	0.14275917
813	0.1425425042
814	0.1424633374
815	0.1423283169
816	0.142231099
817	0.1420791
818	0.1420213634
819	0.1419585274
820	0.1418974389
821	0.1418668881
822	0.1418528216
823	0.1417432851
824	0.1415250833
825	0.1414190159
826	0.1412632473
827	0.1410982691
828	0.1409030756
829	0.1407214416
830	0.1406208284
831	0.1404193142
832	0.1401273217
833	0.1400045279
834	0.1398429745
835	0.1396839723
836	0.1395284328
837	0.1394719075
838	0.1392612672
839	0.1391767924
840	0.1388934552
841	0.1386092572
842	0.1384463131
843	0.1383464787
844	0.1382264173
845	0.1380755405
846	0.1378321
847	0.1376493596
848	0.1374374502
849	0.1373449257
850	0.1372458009
851	0.1371215543
852	0.137001376
853	0.1368493274
854	0.1367495619
855	0.1366347129
856	0.1364397426
857	0.1363543968
858	0.1362673676
859	0.1360554392
860	0.1359460757
861	0.1357128316
862	0.1355465173
863	0.1353447443
864	0.1351978306
865	0.1350738625
866	0.1350159404
867	0.1348368763
868	0.1346636132
869	0.1344350647
870	0.1343294116
871	0.134271787
872	0.1341051358
873	0.1339870928
874	0.1337707315
875	0.1337337585
876	0.1336499971
877	0.1335174027
878	0.1334226082
879	0.1332529862
880	0.1330851277
881	0.1329164815
882	0.1326825052
883	0.1324314923
884	0.1323009937
885	0.1321033086
886	0.1320094554
887	0.1318725948
888	0.1317150248
889	0.1315510356
890	0.131436429
891	0.1313311426
892	0.1312043327
893	0.1311051609
894	0.1309355206
895	0.1307825997
896	0.1306066583
897	0.1304178616
898	0.1301878918
899	0.1300608471
900	0.1299464932
901	0.1298587966
902	0.1296780217
903	0.1294963098
904	0.1292877881
905	0.1291717831
906	0.1290224221
907	0.1288692456
908	0.1287295774
909	0.1287033442
910	0.1285056488
911	0.1283400125
912	0.1282146201
913	0.1281105182
914	0.1279485064
915	0.1277167809
916	0.127646833
917	0.1275183223
918	0.1274475976
919	0.1272616889
920	0.1272223872
921	0.1270959921
922	0.1269512759
923	0.1268394901
924	0.1266860025
925	0.1264976317
926	0.1263033815
927	0.1262196493
928	0.1260978981
929	0.1260184443
930	0.1259304952
931	0.1258423958
932	0.1257181893
933	0.1255983771
934	0.12546575
935	0.1253107557
936	0.1252694941
937	0.1251583233
938	0.125128064
939	0.1251087616
940	0.1249609089
941	0.1248216754
942	0.1246439103
943	0.1245375585
944	0.1243855279
945	0.1242441804
946	0.1241759733
947	0.1240432991
948	0.123920595
949	0.1238607564
950	0.1238294121
951	0.123747795
952	0.1235342214
953	0.1233704588
954	0.1233016444
955	0.1231469495
956	0.1229897894
957	0.1227985667
958	0.1226774072
959	0.1225308015
960	0.1223849725
961	0.122274994
962	0.1221510197
963	0.121989111
964	0.1218367725
965	0.1216931977
966	0.1215906822
967	0.1214459015
968	0.1213347857
969	0.1212368378
970	0.1211284056
971	0.1209827166
972	0.1209462963
973	0.1207959839
974	0.12069303
975	0.1205892422
976	0.1205571411
977	0.1204344313
978	0.1203541028
979	0.1202268434
980	0.1201637216
981	0.1200540203
982	0.1199574435
983	0.1198421983
984	0.1196088178
985	0.1195002899
986	0.1193322313
987	0.1191313739
988	0.1188941973
989	0.1187508115
990	0.118680116
991	0.118545122
992	0.1185138239
993	0.1183138417
994	0.1182087844
995	0.1180848298
996	0.1179449935
997	0.1178436999
998	0.1176642406
999	0.117464492
