AUC,log_loss,Accuracy,Time_min,Time
0.9721,0.1622,0.9402,60.0,2020-08-05 10:40:45.254655
0.9719,0.1657,0.9418,60.0,2020-08-05 11:40:51.781849
0.9755,0.1529,0.9469,60.0,2020-08-05 12:40:59.156095
0.9731,0.1595,0.9447,60.0,2020-08-05 13:41:52.239578
0.9748,0.1586,0.9427,60.0,2020-08-05 14:41:56.065780
