AUC,log_loss,Accuracy,Time_min,Time
0.8445,0.3029,0.8867,62.0,2020-05-01 23:27:06.546046
0.8417,0.2741,0.8871,60.0,2020-05-02 00:27:39.231274
0.8561,0.3069,0.8924,60.0,2020-05-02 01:27:59.812075
0.8572,0.2914,0.8877,60.0,2020-05-02 02:28:56.594172
0.8464,0.3199,0.8864,61.0,2020-05-02 03:30:50.920445
