AUC,log_loss,Accuracy,Time_min,Time
0.9138,0.4823,0.8578,60.0,2020-08-09 02:58:39.702642
0.9317,0.331,0.8673,60.0,2020-08-09 03:58:40.718142
0.8267,5.2382,0.8483,60.0,2020-08-09 04:58:42.301974
0.9401,0.2821,0.872,60.0,2020-08-09 05:58:45.206149
0.947,0.2761,0.9005,60.0,2020-08-09 06:58:51.382049
