AUC,log_loss,Accuracy,Time_min,Time
0.765,0.7397,0.742,65.0,2020-05-01 18:13:19.054480
0.8149,0.1764,0.944,63.0,2020-05-01 19:16:23.538450
0.7615,0.74,0.7459,62.0,2020-05-01 20:18:39.723702
0.8363,0.1736,0.9435,63.0,2020-05-01 21:22:16.894423
0.77,0.1898,0.9428,62.0,2020-05-01 22:24:26.027543
