AUC,log_loss,Accuracy,Time_min,Time
0.9664,0.2196,0.9075,61.0,2020-08-05 15:43:47.694123
0.9629,0.2474,0.9121,60.0,2020-08-05 16:43:55.330470
0.9581,0.2699,0.9029,60.0,2020-08-05 17:44:47.360033
0.9634,0.2267,0.9103,60.0,2020-08-05 18:44:59.504289
0.9643,0.2295,0.9074,60.0,2020-08-05 19:45:04.563652
