AUC,log_loss,Accuracy,Time_min,Time
0.7346,8.4299,0.7559,60.0,2020-08-08 21:56:28.297514
0.7369,8.247,0.7612,60.0,2020-08-08 22:56:35.491683
0.9046,0.3914,0.8242,61.0,2020-08-08 23:57:58.792836
0.7416,8.2098,0.7623,60.0,2020-08-09 00:58:23.815539
0.7432,8.1717,0.7634,60.0,2020-08-09 01:58:36.529557
