AUC,log_loss,Accuracy,Time_min,Time
0.796,0.4276,0.846,60.0,2020-08-04 10:36:38.799961
0.8066,0.3438,0.8578,60.0,2020-08-04 11:36:42.196023
0.8188,2.1871,0.8199,60.0,2020-08-04 12:36:44.269921
0.8069,4.6645,0.8626,60.0,2020-08-04 13:36:58.887084
0.7779,3.0327,0.8171,60.0,2020-08-04 14:37:03.048130
