AUC,log_loss,Accuracy,Time_min,Time
0.8702,0.149,0.9522,52.0,2020-08-02 05:52:06.904418
0.8452,0.1611,0.9481,51.0,2020-08-02 06:43:37.659284
0.8621,0.1505,0.9529,52.0,2020-08-02 07:36:32.566545
0.8735,0.1487,0.9512,51.0,2020-08-02 08:28:12.790002
0.8638,0.1492,0.951,53.0,2020-08-02 09:21:50.878154
