AUC,log_loss,Accuracy,Time_min,Time
0.9438,0.1838,0.9116,57.0,2020-08-02 10:18:57.486258
0.9424,0.1864,0.91,57.0,2020-08-02 11:16:31.039132
0.9378,0.1912,0.9083,56.0,2020-08-02 12:13:31.220065
0.9417,0.1861,0.9146,57.0,2020-08-02 13:11:00.704064
