AUC,log_loss,Accuracy,Time_min,Time
0.7985,0.4854,0.745,48.0,2020-07-29 16:52:32.226049
0.7718,0.5406,0.74,47.0,2020-07-29 17:39:58.100788
0.7974,0.4893,0.77,51.0,2020-07-29 18:31:08.045263
0.836,0.4699,0.78,45.0,2020-07-29 19:16:49.931280
0.8019,0.4977,0.76,45.0,2020-07-29 20:02:44.986722
