AUC,log_loss,Accuracy,Time_min,Time
0.9261,0.3791,0.8538,35.0,2020-08-09 01:16:10.427528
0.9537,0.2698,0.8957,42.0,2020-08-09 01:58:41.234824
0.9457,0.289,0.891,38.0,2020-08-09 02:37:09.958219
0.9088,0.3614,0.8483,43.0,2020-08-09 03:20:14.192239
0.9347,0.303,0.8571,37.0,2020-08-09 03:58:13.146393
