AUC,log_loss,Accuracy,Time_min,Time
0.9127,0.3199,0.8394,47.0,2020-04-30 04:36:59.241227
0.9146,0.3178,0.8518,49.0,2020-04-30 05:26:55.596140
0.9117,0.3252,0.8469,48.0,2020-04-30 06:15:51.336841
0.9165,0.3147,0.8539,48.0,2020-04-30 07:04:34.670824
0.9159,0.3174,0.8424,48.0,2020-04-30 07:53:26.297424
