AUC,log_loss,Accuracy,Time_min,Time
0.9847,0.166,0.9412,49.0,2020-05-06 06:41:32.273946
0.9851,0.1658,0.938,49.0,2020-05-06 07:31:12.924343
0.9836,0.1738,0.9377,50.0,2020-05-06 08:21:51.522111
0.9843,0.1722,0.9364,50.0,2020-05-06 09:12:41.935338
0.9837,0.1634,0.9384,49.0,2020-05-06 10:02:16.192171
