AUC,log_loss,Accuracy,Time_min,Time
0.9686,0.2177,0.9067,43.0,2020-08-08 21:43:08.532258
0.9623,0.227,0.9084,44.0,2020-08-08 22:27:53.755092
0.9616,0.2335,0.8918,43.0,2020-08-08 23:11:34.130762
0.9714,0.2001,0.9231,45.0,2020-08-08 23:57:27.965897
0.9519,0.2521,0.9019,43.0,2020-08-09 00:40:35.545949
