AUC,log_loss,Accuracy,Time_min,Time
0.9839,0.1622,0.9457,45.0,2020-08-08 17:54:52.538714
0.9827,0.1394,0.9543,46.0,2020-08-08 18:41:38.386975
0.9852,0.133,0.955,45.0,2020-08-08 19:27:35.384809
0.9786,0.1395,0.954,45.0,2020-08-08 20:13:14.217907
0.986,0.1274,0.9566,46.0,2020-08-08 20:59:33.850735
