AUC,log_loss,Accuracy,Time_min,Time
0.8534,0.1645,0.9481,57.0,2020-04-30 18:47:52.302276
0.8581,0.1543,0.9526,57.0,2020-04-30 19:45:13.797597
0.8549,0.1646,0.9474,57.0,2020-04-30 20:42:42.412753
0.8579,0.154,0.9516,58.0,2020-04-30 21:40:48.716298
0.8512,0.171,0.9474,57.0,2020-04-30 22:38:22.167128
