AUC,log_loss,Accuracy,Time_min,Time
0.93,0.3138,0.8673,2.0,2020-08-02 21:11:50.171391
0.9362,0.3016,0.8863,2.0,2020-08-02 21:14:45.684360
0.9496,0.2807,0.8673,2.0,2020-08-02 21:17:45.239193
0.9437,0.2866,0.8815,2.0,2020-08-02 21:20:32.735934
0.9439,0.2864,0.8815,2.0,2020-08-02 21:23:23.265754
