AUC,log_loss,Accuracy,Time_min,Time
0.9435,0.1842,0.9131,55.0,2020-08-03 05:08:56.833710
0.9411,0.1881,0.9089,57.0,2020-08-03 06:06:39.089254
0.9376,0.1917,0.9073,51.0,2020-08-03 06:58:33.209478
0.9429,0.1849,0.9156,58.0,2020-08-03 07:57:13.893601
0.9354,0.1948,0.9092,50.0,2020-08-03 08:47:41.032730
