AUC,log_loss,Accuracy,Time_min,Time
0.9995,0.03,0.9877,58.0,2020-08-03 19:22:04.940134
0.9992,0.0371,0.9863,58.0,2020-08-03 20:20:22.625521
0.999,0.0402,0.9836,57.0,2020-08-03 21:18:19.577554
