AUC,log_loss,Accuracy,Time_min,Time
0.8576,0.1516,0.9512,59.0,2020-08-03 00:19:34.091563
0.8367,0.16,0.9481,58.0,2020-08-03 01:18:21.416163
0.8677,0.1465,0.9538,58.0,2020-08-03 02:17:22.882758
0.8662,0.1503,0.9516,59.0,2020-08-03 03:16:39.628842
0.8603,0.1488,0.9525,56.0,2020-08-03 04:13:10.877442
