AUC,log_loss,Accuracy,Time_min,Time
0.9894,0.1288,0.9496,55.0,2020-08-04 00:12:38.497180
0.9886,0.1346,0.9487,54.0,2020-08-04 01:07:18.442685
0.9877,0.1387,0.9477,58.0,2020-08-04 02:05:33.211370
0.9887,0.1349,0.9478,59.0,2020-08-04 03:05:02.654947
0.9888,0.1345,0.9473,55.0,2020-08-04 04:00:48.757883
