AUC,log_loss,Accuracy,Time_min,Time
0.9694,0.2055,0.914,59.0,2020-08-04 14:45:12.147110
0.9685,0.2058,0.9167,59.0,2020-08-04 15:44:58.296057
0.9667,0.2125,0.9121,59.0,2020-08-04 16:44:34.792858
0.9663,0.2052,0.9214,59.0,2020-08-04 17:43:45.080464
0.972,0.1972,0.9176,60.0,2020-08-04 18:44:07.310527
