AUC,log_loss,Accuracy,Time_min,Time
0.9105,0.3106,0.8591,0.0,2020-04-29 16:10:43.076312
0.9158,0.3031,0.8601,1.0,2020-04-29 16:11:47.559090
0.9164,0.302,0.8583,1.0,2020-04-29 16:12:53.526342
0.9185,0.2973,0.863,0.0,2020-04-29 16:13:37.459736
0.9121,0.3089,0.853,1.0,2020-04-29 16:14:42.779502
