AUC,log_loss,Accuracy,Time_min,Time
0.8175,0.5746,0.946,5.0,2020-04-30 17:04:48.172674
0.8092,0.1741,0.9442,1.0,2020-04-30 17:06:35.361643
0.8358,0.1646,0.9481,1.0,2020-04-30 17:08:19.106273
0.8409,0.1638,0.9475,1.0,2020-04-30 17:10:04.005524
0.8396,0.1644,0.9477,1.0,2020-04-30 17:11:49.569751
