AUC,log_loss,Accuracy,Time_min,Time
0.9261,0.4719,0.8578,0.0,2020-04-30 17:33:49.050075
0.9389,0.3039,0.8673,0.0,2020-04-30 17:34:04.222700
0.9309,0.3099,0.8483,0.0,2020-04-30 17:34:19.534334
0.9423,0.2804,0.8815,0.0,2020-04-30 17:34:34.705890
0.9179,0.3265,0.8768,0.0,2020-04-30 17:34:50.022248
