AUC,log_loss,Accuracy,Time_min,Time
0.9631,0.2653,0.8968,0.0,2020-04-30 17:24:44.413572
0.9632,0.2643,0.8975,0.0,2020-04-30 17:25:38.928846
0.9588,0.2809,0.888,0.0,2020-04-30 17:26:33.090669
0.961,0.2698,0.8953,0.0,2020-04-30 17:27:26.419068
0.9625,0.2657,0.8951,0.0,2020-04-30 17:28:20.233549
