AUC,log_loss,Accuracy,Time_min,Time
0.9105,0.232,0.9051,1.0,2020-04-30 17:13:12.004405
0.9088,0.2416,0.8996,0.0,2020-04-30 17:13:55.268664
0.8989,0.2399,0.8991,1.0,2020-04-30 17:15:15.598800
0.9015,0.2347,0.9023,1.0,2020-04-30 17:16:41.995945
0.898,0.2483,0.8975,1.0,2020-04-30 17:18:21.001823
