AUC,log_loss,Accuracy,Time_min,Time
0.8569,0.1579,0.949,0.0,2020-05-02 16:09:10.079282
0.8276,0.169,0.9466,0.0,2020-05-02 16:09:10.593679
0.8446,0.1591,0.9496,0.0,2020-05-02 16:09:11.102220
0.8501,0.1585,0.9487,0.0,2020-05-02 16:09:11.614325
0.8521,0.1571,0.9495,0.0,2020-05-02 16:09:12.137176
