AUC,log_loss,Accuracy,Time_min,Time
0.9564,0.281,0.887,0.0,2020-05-02 16:09:16.752759
0.9573,0.278,0.8894,0.0,2020-05-02 16:09:17.000813
0.9505,0.2932,0.8759,0.0,2020-05-02 16:09:17.223325
0.9541,0.2847,0.8817,0.0,2020-05-02 16:09:17.457186
0.9542,0.2847,0.8812,0.0,2020-05-02 16:09:17.677997
