AUC,log_loss,Accuracy,Time_min,Time
0.9539,0.248,0.889,0.0,2020-05-02 16:09:19.087553
0.953,0.2512,0.8908,0.0,2020-05-02 16:09:19.191073
0.9503,0.2575,0.8992,0.0,2020-05-02 16:09:19.294356
0.9512,0.257,0.9038,0.0,2020-05-02 16:09:19.396686
0.9578,0.2399,0.9093,0.0,2020-05-02 16:09:19.501999
