AUC,log_loss,Accuracy,Time_min,Time
0.9391,0.1911,0.91,0.0,2020-05-02 16:09:12.616433
0.9385,0.1929,0.9102,0.0,2020-05-02 16:09:12.935539
0.9329,0.1987,0.9078,0.0,2020-05-02 16:09:13.237246
0.9393,0.1894,0.9123,0.0,2020-05-02 16:09:13.553901
0.9325,0.1986,0.9093,0.0,2020-05-02 16:09:13.857358
