AUC,log_loss,Accuracy,Time_min,Time
0.962,0.3455,0.8945,59.0,2020-08-02 19:09:45.458865
0.9546,0.5217,0.8964,59.0,2020-08-02 20:09:42.794676
0.9587,0.4964,0.8992,59.0,2020-08-02 21:09:39.733439
0.956,0.376,0.8973,59.0,2020-08-02 22:09:35.131425
0.9633,0.5388,0.912,59.0,2020-08-02 23:09:30.058798
