AUC,log_loss,Accuracy,Time_min,Time
0.7521,0.6506,0.71,59.0,2020-08-01 18:10:57.653845
0.7333,0.6332,0.695,59.0,2020-08-01 19:10:55.115544
0.7844,0.6598,0.73,59.0,2020-08-01 20:10:53.880418
0.8246,0.6497,0.75,59.0,2020-08-01 21:10:51.574282
0.8045,0.6526,0.8,59.0,2020-08-01 22:10:50.072945
