AUC,log_loss,Accuracy,Time_min,Time
0.8221,0.3748,0.8673,59.0,2020-08-02 09:10:15.568236
0.805,0.371,0.846,59.0,2020-08-02 10:10:12.287228
0.8578,0.3771,0.8649,59.0,2020-08-02 11:10:08.375987
0.8351,0.5099,0.8412,59.0,2020-08-02 12:10:06.966171
0.803,0.4167,0.8242,59.0,2020-08-02 13:10:05.095496
