AUC,log_loss,Accuracy,Time_min,Time
0.9193,0.6329,0.8673,59.0,2020-08-03 00:09:26.727278
0.9166,0.6863,0.6635,59.0,2020-08-03 01:09:23.879782
0.9475,0.584,0.8531,59.0,2020-08-03 02:09:20.414197
0.9463,0.6588,0.8863,59.0,2020-08-03 03:09:18.505958
0.9345,0.5768,0.8768,59.0,2020-08-03 04:09:15.608876
