AUC,log_loss,Accuracy,Time_min,Time
0.9402,0.2196,0.9097,60.0,2020-08-01 08:10:18.091736
0.9361,0.2673,0.9046,60.0,2020-08-01 09:10:31.556152
0.9315,0.34,0.8992,60.0,2020-08-01 10:10:35.461367
0.9361,0.2396,0.9067,60.0,2020-08-01 11:10:42.399687
0.9285,0.3577,0.8987,60.0,2020-08-01 12:10:52.635033
